date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2014-12-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,47.8,3.0414
2014-12-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.5,0.7317
2014-12-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,9.3,0.5917
2014-12-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,11.6,0.7381
2014-12-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,15.3,0.9735
2014-12-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.3,0.21
2014-12-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.9,0.1845
2014-12-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.6,0.1654
2015-01-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.0,0.2545
2015-01-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.9,0.1845
2015-01-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.9,0.2481
2015-01-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.2,0.2672
2015-01-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.8,0.0509
2015-01-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,65.0,4.1357
2015-01-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,19.0,1.2089
2015-01-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.5,0.3499
2015-01-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.4,0.789
2015-01-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,46.8,2.9777
2015-01-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.3,0.719
2015-01-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.8,0.5599
2015-01-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,11.6,0.7381
2015-01-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,14.0,0.8908
2015-01-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.0,0.1909
2015-01-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.8,0.1782
2015-01-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.5,0.1591
2015-02-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,3.7,0.2354
2015-02-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.3,0.1463
2015-02-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.9,0.2481
2015-02-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.0,0.2545
2015-02-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.9,0.0573
2015-02-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,65.6,4.1739
2015-02-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,20.5,1.3043
2015-02-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.5,0.3499
2015-02-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.3,0.7826
2015-02-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,46.9,2.9841
2015-02-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.6,0.7381
2015-02-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.8,0.5599
2015-02-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,11.8,0.7508
2015-02-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,14.8,0.9417
2015-02-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.1,0.1972
2015-02-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,3.0,0.1909
2015-02-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.5,0.1591
2015-04-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,3.9,0.2481
2015-04-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.3,0.21
2015-04-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.0,0.2545
2015-04-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.1,0.2609
2015-04-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.9,0.0573
2015-04-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,60.0,3.8176
2015-04-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,19.7,1.2534
2015-04-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.2,0.3309
2015-04-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,13.4,0.8526
2015-04-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,48.0,3.0541
2015-04-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,12.1,0.7699
2015-04-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,9.0,0.5726
2015-04-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,13.4,0.8526
2015-04-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,9.3,0.5917
2015-04-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.4,0.2163
2015-04-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.4,0.1527
2015-04-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.7,0.2354
2015-05-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.0,0.2545
2015-05-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.0,0.1909
2015-05-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.1,0.2609
2015-05-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.0,0.2545
2015-05-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.8,0.0509
2015-05-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,65.4,4.1612
2015-05-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,21.0,1.3362
2015-05-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.7,0.3627
2015-05-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.7,0.8081
2015-05-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,48.1,3.0604
2015-05-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.7,0.7444
2015-05-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,9.1,0.579
2015-05-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,12.6,0.8017
2015-05-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,9.1,0.579
2015-05-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.2,0.2036
2015-05-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.5,0.1591
2015-05-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,4.9,0.3118
2015-06-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,3.8,0.2418
2015-06-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.6,0.1654
2015-06-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.7,0.299
2015-06-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.0,0.2545
2015-06-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.8,0.0509
2015-06-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,67.8,4.3139
2015-06-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,21.2,1.3489
2015-06-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.2,0.3309
2015-06-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.2,0.7762
2015-06-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,48.7,3.0986
2015-06-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.9,0.7572
2015-06-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,9.2,0.5854
2015-06-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,13.3,0.8462
2015-06-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,9.4,0.5981
2015-06-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,2.3,0.1463
2015-06-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.7,0.1718
2015-06-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.4,0.2163
2015-07-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,3.7,0.2354
2015-07-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.8,0.1782
2015-07-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.1,0.2609
2015-07-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.0,0.2545
2015-07-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.9,0.0573
2015-07-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,62.5,3.9767
2015-07-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,21.8,1.3871
2015-07-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.3,0.3372
2015-07-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.5,0.7953
2015-07-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,47.3,3.0095
2015-07-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,13.0,0.8271
2015-07-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,11.5,0.7317
2015-07-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,9.0,0.5726
2015-07-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,12.6,0.8017
2015-07-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,11.3,0.719
2015-07-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,2.6,0.1654
2015-07-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.9,0.1845
2015-07-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.0,0.1909
2015-08-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,3.9,0.2481
2015-08-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.3,0.21
2015-08-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.0,0.2545
2015-08-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.4,0.28
2015-08-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.8,0.0509
2015-08-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,68.8,4.3775
2015-08-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,22.1,1.4062
2015-08-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.4,0.3436
2015-08-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.6,0.8017
2015-08-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,47.0,2.9905
2015-08-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,13.0,0.8271
2015-08-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,11.9,0.7572
2015-08-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,9.8,0.6235
2015-08-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,14.0,0.8908
2015-08-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,10.0,0.6363
2015-08-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,2.5,0.1591
2015-08-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.4,0.1527
2015-08-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.9,0.1845
2015-09-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,3.6,0.2291
2015-09-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.6,0.2291
2015-09-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.0,0.2545
2015-09-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.0,0.2545
2015-09-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.9,0.0573
2015-09-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,62.5,3.9767
2015-09-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,21.5,1.368
2015-09-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.0,0.3181
2015-09-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.6,0.8017
2015-09-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,50.8,3.2322
2015-09-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,13.2,0.8399
2015-09-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,11.5,0.7317
2015-09-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,9.8,0.6235
2015-09-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,12.5,0.7953
2015-09-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,10.8,0.6872
2015-09-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.0,0.1909
2015-09-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.5,0.1591
2015-09-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,5.3,0.3372
2015-10-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.34,0.2761
2015-10-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,6.2,0.3945
2015-10-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.51,0.3506
2015-10-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.93,0.2501
2015-10-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.19,0.0757
2015-10-15,,,National Average,,,"meat, fish and eggs",Fish (tilapia),KG,actual,Retail,EGP,23.0,1.4634
2015-10-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,91.4,5.8155
2015-10-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,22.0,1.3998
2015-10-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,16.55,1.053
2015-10-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,4.87,0.3099
2015-10-15,,,National Average,,,milk and dairy,Milk,L,actual,Retail,EGP,7.43,0.4727
2015-10-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.92,0.3767
2015-10-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,58.43,3.7177
2015-10-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,15.48,0.9849
2015-10-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,10.78,0.6859
2015-10-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,14.3,0.9099
2015-10-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.8,0.6872
2015-10-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,12.65,0.8049
2015-10-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,10.13,0.6445
2015-10-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.28,0.1451
2015-10-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,8.75,0.5567
2015-11-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.34,0.2761
2015-11-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,6.2,0.3945
2015-11-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.51,0.3506
2015-11-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.93,0.2501
2015-11-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.2,0.0764
2015-11-15,,,National Average,,,"meat, fish and eggs",Fish (tilapia),KG,actual,Retail,EGP,22.5,1.4316
2015-11-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,91.4,5.8155
2015-11-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,22.5,1.4316
2015-11-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,16.55,1.053
2015-11-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,4.87,0.3099
2015-11-15,,,National Average,,,milk and dairy,Milk,L,actual,Retail,EGP,7.43,0.4727
2015-11-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.92,0.3767
2015-11-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,58.43,3.7177
2015-11-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,15.48,0.9849
2015-11-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,10.78,0.6859
2015-11-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,14.3,0.9099
2015-11-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.8,0.7508
2015-11-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,13.65,0.8685
2015-11-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,11.13,0.7082
2015-11-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.28,0.1451
2015-11-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,5.35,0.3404
2015-12-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.34,0.2761
2015-12-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,6.35,0.404
2015-12-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.51,0.3506
2015-12-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.93,0.2501
2015-12-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.18,0.0751
2015-12-15,,,National Average,,,"meat, fish and eggs",Fish (tilapia),KG,actual,Retail,EGP,22.5,1.4316
2015-12-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,82.4,5.2428
2015-12-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,23.5,1.4952
2015-12-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,16.55,1.053
2015-12-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,4.87,0.3099
2015-12-15,,,National Average,,,milk and dairy,Milk,L,actual,Retail,EGP,7.43,0.4727
2015-12-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.92,0.3767
2015-12-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,58.43,3.7177
2015-12-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,15.48,0.9849
2015-12-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,10.78,0.6859
2015-12-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,14.3,0.9099
2015-12-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,12.8,0.8144
2015-12-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,13.65,0.8685
2015-12-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,11.13,0.7082
