date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2016-05-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,6.8,0.4327
2016-05-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.93,0.2501
2016-05-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.97,0.0617
2016-05-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,94.4,6.0064
2016-05-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,31.0,1.9724
2016-05-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,16.55,1.053
2016-05-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,5.02,0.3194
2016-05-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.67,0.4244
2016-05-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,63.43,4.0358
2016-05-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,17.3,1.1007
2016-05-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,12.03,0.7654
2016-05-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,16.25,1.0339
2016-05-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,14.95,0.9512
2016-05-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,14.15,0.9003
2016-05-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,14.5,0.9226
2016-05-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.38,0.2151
2016-05-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,4.65,0.2959
2016-06-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.84,0.308
2016-06-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,5.45,0.3468
2016-06-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,6.8,0.4327
2016-06-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.93,0.2501
2016-06-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.04,0.0662
2016-06-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,96.0,6.1082
2016-06-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,31.75,2.0201
2016-06-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,16.55,1.053
2016-06-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,5.02,0.3194
2016-06-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.67,0.4244
2016-06-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,63.43,4.0358
2016-06-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,17.3,1.1007
2016-06-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,12.03,0.7654
2016-06-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,16.25,1.0339
2016-06-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,14.95,0.9512
2016-06-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,14.15,0.9003
2016-06-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,14.5,0.9226
2016-06-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.5,0.2227
2016-06-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.9,0.2481
2016-07-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.84,0.308
2016-07-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,5.7,0.3627
2016-07-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,7.3,0.4645
2016-07-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.93,0.2501
2016-07-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.09,0.0694
2016-07-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,96.0,6.1082
2016-07-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,28.75,1.8293
2016-07-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,16.55,1.053
2016-07-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,5.02,0.3194
2016-07-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.67,0.4244
2016-07-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,63.43,4.0358
2016-07-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,17.3,1.1007
2016-07-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,12.03,0.7654
2016-07-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,16.25,1.0339
2016-07-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,14.95,0.9512
2016-07-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,14.15,0.9003
2016-07-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,14.5,0.9226
2016-07-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.75,0.2386
2016-07-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,4.65,0.2959
2016-08-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.84,0.308
2016-08-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,5.9,0.3754
2016-08-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,6.8,0.4327
2016-08-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.93,0.2501
2016-08-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.06,0.0674
2016-08-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,99.0,6.299
2016-08-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,26.5,1.6861
2016-08-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,16.55,1.053
2016-08-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,5.02,0.3194
2016-08-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,7.65,0.4867
2016-08-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,63.43,4.0358
2016-08-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,17.8,1.1326
2016-08-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,12.03,0.7654
2016-08-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,16.75,1.0657
2016-08-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,15.25,0.9703
2016-08-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,14.15,0.9003
2016-08-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,14.5,0.9226
2016-08-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,4.0,0.2545
2016-08-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,5.5,0.3499
2016-09-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.84,0.308
2016-09-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,6.2,0.3945
2016-09-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.8,0.369
2016-09-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.93,0.2501
2016-09-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.09,0.0694
2016-09-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,102.0,6.4899
2016-09-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,26.5,1.6861
2016-09-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,16.75,1.0657
2016-09-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,5.52,0.3512
2016-09-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,8.65,0.5504
2016-09-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,65.43,4.1631
2016-09-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,18.3,1.1644
2016-09-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,12.53,0.7972
2016-09-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,17.0,1.0817
2016-09-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.25,0.6522
2016-09-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,14.15,0.9003
2016-09-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,15.5,0.9862
2016-09-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,4.25,0.2704
2016-09-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,4.5,0.2863
2016-10-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,5.34,0.3398
2016-10-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,6.7,0.4263
2016-10-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.3,0.3372
2016-10-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.43,0.2819
2016-10-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.09,0.0694
2016-10-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,102.0,6.4899
2016-10-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,25.5,1.6225
2016-10-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,17.25,1.0976
2016-10-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,5.52,0.3512
2016-10-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,10.15,0.6458
2016-10-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,69.43,4.4176
2016-10-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,20.3,1.2916
2016-10-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,13.78,0.8768
2016-10-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,18.25,1.1612
2016-10-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,15.75,1.0021
2016-10-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,17.15,1.0912
2016-10-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,15.5,0.9862
2016-10-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,5.0,0.3181
2016-10-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.5,0.2227
2016-11-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,6.34,0.4034
2016-11-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,7.5,0.4772
2016-11-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.8,0.369
2016-11-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.93,0.3137
2016-11-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.12,0.0713
2016-11-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,107.0,6.8081
2016-11-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,26.5,1.6861
2016-11-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,19.25,1.2248
2016-11-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,5.52,0.3512
2016-11-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,13.15,0.8367
2016-11-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,74.43,4.7357
2016-11-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,23.3,1.4825
2016-11-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,15.78,1.004
2016-11-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,19.5,1.2407
2016-11-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,16.75,1.0657
2016-11-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,21.15,1.3457
2016-11-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,16.5,1.0498
2016-11-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,6.25,0.3977
2016-11-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.25,0.2068
2016-12-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,7.09,0.4511
2016-12-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,7.25,0.4613
2016-12-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,6.05,0.3849
2016-12-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,5.93,0.3773
2016-12-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.17,0.0744
2016-12-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,114.0,7.2534
2016-12-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,28.5,1.8134
2016-12-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,20.25,1.2884
2016-12-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,6.52,0.4148
2016-12-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.5,0.9226
2016-12-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,79.43,5.0539
2016-12-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,25.15,1.6002
2016-12-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,17.5,1.1135
2016-12-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,21.5,1.368
2016-12-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,16.75,1.0657
2016-12-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,21.15,1.3457
2016-12-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,17.5,1.1135
2016-12-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,7.75,0.4931
2016-12-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.75,0.175
2017-01-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,7.59,0.4829
2017-01-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,6.25,0.3977
2017-01-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,7.55,0.4804
2017-01-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.93,0.4409
2017-01-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.37,0.0872
2017-01-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,119.0,7.5716
2017-01-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,31.0,1.9724
2017-01-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,20.75,1.3203
2017-01-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,6.52,0.4148
2017-01-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.5,0.9226
2017-01-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,85.0,5.4083
2017-01-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,27.15,1.7275
2017-01-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,20.5,1.3043
2017-01-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,23.5,1.4952
2017-01-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,17.25,1.0976
2017-01-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,21.65,1.3775
2017-01-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,19.5,1.2407
2017-01-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,8.25,0.5249
2017-01-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,4.25,0.2704
2017-02-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,7.59,0.4829
2017-02-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,6.0,0.3818
2017-02-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,7.55,0.4804
2017-02-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.93,0.4409
2017-02-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.43,0.091
2017-02-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,122.0,7.7625
2017-02-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,35.0,2.2269
2017-02-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,23.75,1.5111
2017-02-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,7.02,0.4467
2017-02-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.5,0.9226
2017-02-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,90.0,5.7264
2017-02-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,27.15,1.7275
2017-02-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,20.5,1.3043
2017-02-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,23.5,1.4952
2017-02-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,17.25,1.0976
2017-02-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,21.65,1.3775
2017-02-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,22.5,1.4316
2017-02-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,8.75,0.5567
2017-02-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,4.75,0.3022
2017-03-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,7.59,0.4829
2017-03-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,6.5,0.4136
2017-03-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,7.05,0.4486
2017-03-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.93,0.4409
2017-03-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.38,0.0878
2017-03-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,127.0,8.0806
2017-03-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,36.0,2.2906
2017-03-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,23.75,1.5111
2017-03-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,7.02,0.4467
2017-03-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,12.5,0.7953
2017-03-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,90.0,5.7264
2017-03-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,27.15,1.7275
2017-03-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,20.5,1.3043
2017-03-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,23.5,1.4952
2017-03-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,17.25,1.0976
2017-03-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,21.65,1.3775
2017-03-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,22.5,1.4316
2017-03-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,9.75,0.6204
2017-03-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,7.25,0.4613
2017-04-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,7.59,0.4829
2017-04-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,7.1,0.4517
2017-04-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,7.05,0.4486
2017-04-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.93,0.4409
2017-04-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.38,0.0878
2017-04-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,132.0,8.3987
2017-04-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,36.0,2.2906
2017-04-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,23.75,1.5111
2017-04-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,7.02,0.4467
2017-04-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,12.5,0.7953
2017-04-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,85.0,5.4083
2017-04-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,27.15,1.7275
2017-04-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,20.5,1.3043
2017-04-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,23.5,1.4952
2017-04-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,17.25,1.0976
2017-04-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,21.65,1.3775
2017-04-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,22.5,1.4316
2017-04-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,9.75,0.6204
2017-04-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,9.0,0.5726
2017-05-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,7.59,0.4829
2017-05-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,4.75,0.3022
2017-05-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,7.05,0.4486
2017-05-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.93,0.4409
2017-05-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.4,0.0891
2017-05-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,137.0,8.7169
2017-05-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,38.0,2.4178
2017-05-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,23.75,1.5111
2017-05-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,7.02,0.4467
2017-05-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.5,0.9226
2017-05-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,85.0,5.4083
2017-05-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,27.15,1.7275
2017-05-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,20.5,1.3043
2017-05-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,23.5,1.4952
2017-05-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,16.75,1.0657
2017-05-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,21.65,1.3775
2017-05-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,25.5,1.6225
2017-05-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,6.0,0.3818
2017-05-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,6.75,0.4295
2017-06-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,7.59,0.4829
2017-06-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,4.5,0.2863
2017-06-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,7.3,0.4645
2017-06-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.93,0.4409
2017-06-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.65,0.105
2017-06-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,141.0,8.9714
2017-06-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,37.0,2.3542
2017-06-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,23.75,1.5111
2017-06-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,7.02,0.4467
2017-06-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.5,0.9226
2017-06-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,85.0,5.4083
2017-06-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,27.15,1.7275
2017-06-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,20.5,1.3043
2017-06-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,23.5,1.4952
